id,start,end,start_min,end_min,duration,code,category,n_players,free_text,spelers,hoofdmomenten,fase,spelhervatting
1108,7266.196954998665,7274.096630164999,121.10328258331108,121.23494383608332,7.899675166333509,A>V,Moment,0,,,A>V,,
1109,7274.096630164999,7298.397051580667,121.23494383608332,121.63995085967778,24.300421415668097,BOP,Moment,0,,,,,
1110,7294.096466915333,7317.597038955333,121.56827444858888,121.95995064925555,23.500572040000407,Player_12,Player,2,,"Player_12, Player_5",,,
1111,7296.397051580667,7312.749766206334,121.60661752634445,121.87916277010557,16.35271462566743,VERDEDIGEN,Moment,2,,"Player_12, Player_5",VERDEDIGEN,DEF 2,FORTUNA SITTARD | VRIJE TRAP OVERIG
1112,7296.495555205998,7308.495555205998,121.6082592534333,121.8082592534333,12.0,FORTUNA SITTARD | VRIJE TRAP OVERIG,Restart,2,,"Player_12, Player_5",,DEF 2,FORTUNA SITTARD | VRIJE TRAP OVERIG
1113,7296.496744831334,7312.749766206334,121.60827908052222,121.87916277010557,16.25302137500057,DEF 2,Phase,2,,"Player_12, Player_5",,DEF 2,
1114,7297.596845997001,7317.596845997001,121.62661409995002,121.95994743328335,20.0,Player_5,Player,1,,Player_5,,,
1115,7312.749766206334,7329.79664654,121.87916277010557,122.16327744233334,17.046880333666195,BOP,Moment,0,,,,,
1116,7322.0969512893325,7342.0969512893325,122.03494918815554,122.36828252148888,20.0,Player_5,Player,3,,"Player_5, Player_6, Player_11",,,
1117,7322.0970109556665,7342.0970109556665,122.03495018259444,122.36828351592777,20.0,Player_12,Player,4,,"Player_12, Player_5, Player_6, Player_11",,,
1118,7325.596671123332,7369.496796331331,122.09327785205554,122.82494660552219,43.900125207998826,DEF 2,Phase,11,,"Player_12, Player_5, Player_6, Player_11, Player_16, Player_8, Player_4, Player_7, Player_12, Player_14, Player_6",,DEF 2,
1119,7325.997120457,7345.997120457,122.09995200761666,122.43328534095001,20.0,Player_6,Player,3,,"Player_6, Player_11, Player_16",,,
1120,7327.696537373333,7359.296967997999,122.12827562288888,122.65494946663331,31.600430624665933,Player_11,Player,7,,"Player_11, Player_16, Player_8, Player_4, Player_7, Player_12, Player_14",,,
1121,7327.79664654,7369.496796331331,122.12994410900001,122.82494660552219,41.70014979133066,VERDEDIGEN,Moment,11,,"Player_12, Player_5, Player_6, Player_11, Player_16, Player_8, Player_4, Player_7, Player_12, Player_14, Player_6",VERDEDIGEN,DEF 2,FORTUNA SITTARD | VRIJE TRAP OVERIG
1122,7327.896838831334,7339.896838831334,122.13161398052223,122.33161398052223,12.0,FORTUNA SITTARD | VRIJE TRAP OVERIG,Restart,4,,"Player_12, Player_5, Player_6, Player_11",,DEF 2,FORTUNA SITTARD | VRIJE TRAP OVERIG
1123,7332.987134706667,7355.496887539333,122.21645224511113,122.59161479232222,22.50975283266598,Player_16,Player,5,,"Player_16, Player_8, Player_4, Player_7, Player_12",,,
1124,7336.096539665334,7359.2965195396655,122.2682756610889,122.65494199232776,23.199979874331802,Player_8,Player,5,,"Player_8, Player_4, Player_7, Player_12, Player_14",,,
1125,7342.094285081,7365.694619914667,122.36823808468333,122.76157699857778,23.600334833667148,Player_4,Player,4,,"Player_4, Player_7, Player_12, Player_14",,,
1126,7344.280933539332,7373.697067456332,122.40468222565553,122.8949511242722,29.41613391699957,Player_7,Player,4,,"Player_7, Player_12, Player_14, Player_6",V>A,,
1127,7344.797080165,7387.597097456999,122.41328466941667,123.12661829094999,42.80001729199921,Player_12,Player,4,,"Player_12, Player_14, Player_6, Player_5",V>A,,
1128,7345.897390331666,7375.897390331666,122.43162317219443,122.93162317219443,30.0,Player_14,Player,2,,"Player_14, Player_6",V>A,,
1129,7359.194058498,7390.696962497334,122.6532343083,123.1782827082889,31.502903999334194,Player_6,Player,2,,"Player_6, Player_5",V>A,,
1130,7362.496796331331,7382.096850497,122.70827993885551,123.03494750828332,19.600054165668553,V>A,Moment,1,,Player_5,V>A,,
1131,7368.396618413665,7390.296855331332,122.80661030689443,123.1716142555222,21.900236917666916,Player_5,Player,1,,Player_5,,,
1132,7382.096850497,7388.997192330999,123.03494750828332,123.14995320551664,6.900341833998937,BOP,Moment,0,,,,,
1133,7384.797206206332,7437.996627872664,123.0799534367722,123.9666104645444,53.199421666332455,DEF 2,Phase,10,,"Player_11, Player_8, Player_6, Player_12, Player_5, Player_6, Player_10, Player_12, Player_8, Player_10",,DEF 2,
1134,7386.697057790334,7409.6956097896655,123.1116176298389,123.49492682982776,22.99855199933154,Player_11,Player,3,,"Player_11, Player_8, Player_6",,,
1135,7386.997192330999,7437.996627872664,123.1166198721833,123.9666104645444,50.99943554166566,VERDEDIGEN,Moment,10,,"Player_11, Player_8, Player_6, Player_12, Player_5, Player_6, Player_10, Player_12, Player_8, Player_10",VERDEDIGEN,DEF 2,FORTUNA SITTARD | VRIJE TRAP OVERIG
1136,7387.122789706,7399.122789706,123.11871316176666,123.31871316176667,12.0,FORTUNA SITTARD | VRIJE TRAP OVERIG,Restart,1,,Player_11,,DEF 2,FORTUNA SITTARD | VRIJE TRAP OVERIG
1137,7389.896857498001,7413.196643664666,123.16494762496669,123.5532773944111,23.2997861666654,Player_8,Player,2,,"Player_8, Player_6",,,
1138,7393.396909373333,7415.896445456667,123.22328182288888,123.59827409094444,22.499536083333624,Player_6,Player,3,,"Player_6, Player_12, Player_5",,,
1139,7403.996418122332,7423.996418122332,123.39994030203887,123.7332736353722,20.0,Player_12,Player,4,,"Player_12, Player_5, Player_6, Player_10",,,
1140,7404.995583331,7446.397087289665,123.41659305551666,124.10661812149442,41.40150395866567,Player_5,Player,6,,"Player_5, Player_6, Player_10, Player_12, Player_8, Player_10",V>A,,
1141,7410.7970665816665,7430.7970665816665,123.51328444302777,123.84661777636111,20.0,Player_6,Player,3,,"Player_6, Player_10, Player_12",,,
1142,7411.296722623667,7431.296722623667,123.52161204372779,123.85494537706111,20.0,Player_10,Player,2,,"Player_10, Player_12",,,
1143,7416.097196623334,7439.696798747666,123.60161994372223,123.99494664579444,23.599602124332705,Player_12,Player,3,,"Player_12, Player_8, Player_10",V>A,,
1144,7422.997119456333,7463.690195997334,123.71661865760555,124.39483659995557,40.693076541000664,Player_8,Player,6,,"Player_8, Player_10, Player_12, Player_5, Player_6, Player_7","V>A, A>V",,
1145,7427.197104499332,7455.697005498332,123.78661840832221,124.26161675830554,28.499900998999692,Player_10,Player,4,,"Player_10, Player_12, Player_5, Player_6","V>A, A>V",,
1146,7428.596842956334,7453.596842956334,123.80994738260556,124.22661404927223,25.0,SUMMARY,Meta,0,,,A>V,,
1147,7428.596842956334,7453.596842956334,123.80994738260556,124.22661404927223,25.0,AJAX | KANS,Shot/Goal,0,,,,,
1148,7430.996627872664,7449.396858123666,123.84994379787774,124.1566143020611,18.40023025100163,V>A,Moment,0,,,V>A,,
1149,7442.396858123666,7471.2965328733335,124.03994763539443,124.52160888122222,28.89967474966761,A>V,Moment,7,,"Player_12, Player_5, Player_6, Player_7, Player_3, Player_10, Player_6",A>V,,
1150,7443.692439039333,7463.692439039333,124.06154065065556,124.39487398398889,20.0,Player_5,Player,3,,"Player_5, Player_6, Player_7",,,
